municipio,IDHM,IDHM Renda,IDHM Longevidade,IDHM Educacao,cod_municipio,cod_estado,estado
Barra Bonita,"0,788","0,762","0,869","0,739",4202099,42,SC
Águas Frias,"0,745","0,728","0,860","0,661",4200556,42,SC
Águas Mornas,"0,723","0,731","0,853","0,606",4200606,42,SC
Abelardo Luz,"0,696","0,684","0,852","0,578",4200101,42,SC
Agrolândia,"0,725","0,727","0,827","0,633",4200200,42,SC
Agronômica,"0,741","0,774","0,884","0,595",4200309,42,SC
Água Doce,"0,698","0,724","0,820","0,574",4200408,42,SC
Águas de Chapecó,"0,713","0,712","0,811","0,629",4200507,42,SC
Alfredo Wagner,"0,668","0,702","0,882","0,481",4200705,42,SC
Itapema,"0,796","0,788","0,881","0,727",4208302,42,SC
Rio Negrinho,"0,738","0,710","0,848","0,668",4215000,42,SC
Alto Bela Vista,"0,755","0,734","0,882","0,664",4200754,42,SC
Arvoredo,"0,715","0,713","0,842","0,610",4201653,42,SC
Irani,"0,742","0,715","0,847","0,675",4207809,42,SC
Iporã do Oeste,"0,759","0,743","0,847","0,695",4207650,42,SC
Ipuaçu,"0,660","0,674","0,790","0,540",4207684,42,SC
Ipumirim,"0,738","0,747","0,853","0,631",4207700,42,SC
Iraceminha,"0,722","0,710","0,845","0,628",4207759,42,SC
Santa Terezinha do Progresso,"0,682","0,686","0,791","0,585",4215687,42,SC
Santiago do Sul,"0,728","0,731","0,811","0,652",4215695,42,SC
Santo Amaro da Imperatriz,"0,781","0,753","0,890","0,710",4215703,42,SC
São Bernardino,"0,677","0,653","0,822","0,577",4215752,42,SC
São Bento do Sul,"0,782","0,763","0,871","0,719",4215802,42,SC
São Carlos,"0,805","0,788","0,863","0,766",4216008,42,SC
São Cristovão do Sul,"0,665","0,667","0,812","0,543",4216057,42,SC
São Domingos,"0,765","0,769","0,861","0,675",4216107,42,SC
São Francisco do Sul,"0,762","0,740","0,856","0,699",4216206,42,SC
Xanxerê,"0,775","0,760","0,861","0,711",4219507,42,SC
Xaxim,"0,752","0,737","0,871","0,662",4219705,42,SC
São João do Oeste,"0,761","0,756","0,873","0,668",4216255,42,SC
São João Batista,"0,740","0,739","0,865","0,634",4216305,42,SC
São João do Itaperiú,"0,738","0,714","0,873","0,645",4216354,42,SC
São João do Sul,"0,695","0,682","0,840","0,587",4216404,42,SC
São Joaquim,"0,687","0,705","0,817","0,562",4216503,42,SC
Itapoá,"0,761","0,739","0,874","0,682",4208450,42,SC
Ituporanga,"0,748","0,749","0,876","0,638",4208500,42,SC
Jaborá,"0,732","0,746","0,801","0,657",4208609,42,SC
Jacinto Machado,"0,716","0,708","0,818","0,633",4208708,42,SC
Brunópolis,"0,661","0,646","0,819","0,545",4202875,42,SC
Brusque,"0,795","0,794","0,894","0,707",4202909,42,SC
Caçador,"0,735","0,728","0,878","0,620",4203006,42,SC
Camboriú,"0,726","0,736","0,866","0,600",4203204,42,SC
Capão Alto,"0,654","0,680","0,796","0,516",4203253,42,SC
Bombinhas,"0,781","0,753","0,864","0,732",4202453,42,SC
Bom Jardim da Serra,"0,696","0,710","0,835","0,568",4202503,42,SC
Lindóia do Sul,"0,743","0,747","0,865","0,636",4209854,42,SC
Fraiburgo,"0,731","0,712","0,860","0,637",4205506,42,SC
Frei Rogério,"0,682","0,664","0,812","0,588",4205555,42,SC
Galvão,"0,708","0,704","0,815","0,618",4205605,42,SC
Garuva,"0,725","0,717","0,830","0,640",4205803,42,SC
Marema,"0,743","0,748","0,862","0,636",4210555,42,SC
Curitibanos,"0,721","0,716","0,846","0,620",4204806,42,SC
Descanso,"0,743","0,741","0,854","0,647",4204905,42,SC
Dionísio Cerqueira,"0,706","0,703","0,820","0,610",4205001,42,SC
Dona Emma,"0,742","0,762","0,862","0,622",4205100,42,SC
Entre Rios,"0,657","0,638","0,808","0,550",4205175,42,SC
Ermo,"0,726","0,708","0,808","0,670",4205191,42,SC
Erval Velho,"0,723","0,736","0,868","0,592",4205209,42,SC
Faxinal dos Guedes,"0,758","0,746","0,863","0,676",4205308,42,SC
Flor do Sertão,"0,708","0,736","0,792","0,608",4205357,42,SC
Formosa do Sul,"0,715","0,728","0,845","0,593",4205431,42,SC
São José do Cerrito,"0,636","0,618","0,827","0,503",4216800,42,SC
São Lourenço do Oeste,"0,749","0,748","0,807","0,695",4216909,42,SC
Presidente Getúlio,"0,759","0,764","0,874","0,654",4214003,42,SC
Princesa,"0,706","0,701","0,820","0,611",4214151,42,SC
Quilombo,"0,730","0,712","0,832","0,656",4214201,42,SC
São Martinho,"0,742","0,754","0,830","0,654",4217105,42,SC
São Miguel da Boa Vista,"0,710","0,733","0,795","0,615",4217154,42,SC
São Miguel do Oeste,"0,801","0,787","0,884","0,739",4217204,42,SC
São Pedro de Alcântara,"0,734","0,757","0,846","0,618",4217253,42,SC
Capivari de Baixo,"0,767","0,724","0,870","0,716",4203956,42,SC
Caxambu do Sul,"0,691","0,725","0,870","0,523",4204103,42,SC
Cordilheira Alta,"0,747","0,735","0,855","0,662",4204350,42,SC
Coronel Freitas,"0,744","0,732","0,860","0,653",4204400,42,SC
Coronel Martins,"0,696","0,678","0,816","0,609",4204459,42,SC
Corupá,"0,780","0,768","0,873","0,707",4204509,42,SC
Correia Pinto,"0,702","0,701","0,804","0,614",4204558,42,SC
Criciúma,"0,788","0,786","0,846","0,737",4204608,42,SC
Forquilhinha,"0,753","0,754","0,861","0,657",4205456,42,SC
Catanduvas,"0,714","0,723","0,806","0,625",4204004,42,SC
Maravilha,"0,781","0,758","0,886","0,708",4210506,42,SC
Turvo,"0,740","0,742","0,867","0,631",4218806,42,SC
Luzerna,"0,789","0,781","0,877","0,718",4210035,42,SC
Macieira,"0,662","0,675","0,806","0,533",4210050,42,SC
Nova Erechim,"0,765","0,767","0,851","0,686",4211405,42,SC
Lauro Muller,"0,735","0,714","0,822","0,677",4209607,42,SC
Lebon Régis,"0,649","0,632","0,806","0,537",4209706,42,SC
Lages,"0,770","0,755","0,867","0,697",4209300,42,SC
Laguna,"0,752","0,715","0,871","0,682",4209409,42,SC
Lajeado Grande,"0,771","0,750","0,858","0,712",4209458,42,SC
Laurentino,"0,749","0,742","0,855","0,662",4209508,42,SC
Mafra,"0,777","0,738","0,880","0,723",4210100,42,SC
Major Vieira,"0,690","0,653","0,817","0,617",4210308,42,SC
Jupiá,"0,719","0,708","0,862","0,610",4209177,42,SC
Paraíso,"0,749","0,751","0,837","0,668",4212239,42,SC
Passo de Torres,"0,720","0,695","0,869","0,618",4212254,42,SC
Passos Maia,"0,659","0,648","0,808","0,547",4212270,42,SC
Paulo Lopes,"0,716","0,707","0,865","0,600",4212304,42,SC
Pedras Grandes,"0,728","0,715","0,870","0,621",4212403,42,SC
Penha,"0,743","0,739","0,867","0,640",4212502,42,SC
Treze de Maio,"0,729","0,729","0,881","0,602",4218400,42,SC
Treze Tílias,"0,795","0,838","0,874","0,685",4218509,42,SC
Trombudo Central,"0,775","0,760","0,880","0,696",4218608,42,SC
Tubarão,"0,796","0,788","0,866","0,740",4218707,42,SC
Tunápolis,"0,752","0,728","0,830","0,704",4218756,42,SC
Ibiam,"0,725","0,737","0,820","0,631",4206751,42,SC
Gaspar,"0,765","0,770","0,889","0,655",4205902,42,SC
Governador Celso Ramos,"0,747","0,737","0,870","0,651",4206009,42,SC
Seara,"0,779","0,804","0,872","0,674",4217501,42,SC
Serra Alta,"0,773","0,758","0,879","0,694",4217550,42,SC
Saudades,"0,755","0,723","0,850","0,700",4217303,42,SC
Schroeder,"0,769","0,750","0,855","0,710",4217402,42,SC
Iomerê,"0,795","0,754","0,891","0,749",4207577,42,SC
Ipira,"0,736","0,724","0,838","0,657",4207601,42,SC
Nova Itaberaba,"0,736","0,753","0,876","0,605",4211454,42,SC
Nova Trento,"0,748","0,749","0,891","0,628",4211504,42,SC
Nova Veneza,"0,768","0,741","0,869","0,703",4211603,42,SC
Novo Horizonte,"0,753","0,741","0,865","0,665",4211652,42,SC
Canoinhas,"0,757","0,717","0,874","0,692",4203808,42,SC
Modelo,"0,760","0,751","0,886","0,659",4210902,42,SC
Mondaí,"0,748","0,728","0,875","0,657",4211009,42,SC
Monte Carlo,"0,643","0,648","0,804","0,511",4211058,42,SC
Monte Castelo,"0,741","0,706","0,814","0,709",4211108,42,SC
Morro da Fumaça,"0,738","0,732","0,825","0,665",4211207,42,SC
Luiz Alves,"0,737","0,766","0,870","0,600",4210001,42,SC
Balneário Arroio do Silva,"0,746","0,753","0,858","0,642",4201950,42,SC
Rio do Oeste,"0,754","0,769","0,892","0,625",4214607,42,SC
Rio dos Cedros,"0,729","0,739","0,827","0,634",4214706,42,SC
Rio do Sul,"0,802","0,793","0,894","0,727",4214805,42,SC
Bom Jesus,"0,718","0,740","0,827","0,606",4202537,42,SC
Rio Fortuna,"0,806","0,848","0,850","0,727",4214904,42,SC
Jaguaruna,"0,721","0,719","0,830","0,628",4208807,42,SC
Jaraguá do Sul,"0,803","0,793","0,865","0,755",4208906,42,SC
Jardinópolis,"0,735","0,728","0,853","0,640",4208955,42,SC
Vitor Meireles,"0,673","0,694","0,841","0,522",4219358,42,SC
Witmarsum,"0,710","0,739","0,870","0,557",4219408,42,SC
Cocal do Sul,"0,780","0,747","0,859","0,740",4204251,42,SC
Concórdia,"0,800","0,777","0,872","0,756",4204301,42,SC
Cunha Porã,"0,742","0,744","0,804","0,682",4204707,42,SC
Cunhataí,"0,754","0,777","0,886","0,623",4204756,42,SC
Chapadão do Lageado,"0,704","0,680","0,833","0,616",4204194,42,SC
Chapecó,"0,790","0,779","0,871","0,727",4204202,42,SC
Irati,"0,726","0,715","0,835","0,640",4207858,42,SC
Irineópolis,"0,699","0,720","0,836","0,567",4207908,42,SC
Capinzal,"0,752","0,742","0,869","0,659",4203907,42,SC
Ponte Serrada,"0,693","0,690","0,790","0,610",4213401,42,SC
Porto Belo,"0,760","0,750","0,886","0,660",4213500,42,SC
Porto União,"0,786","0,752","0,891","0,724",4213609,42,SC
Lontras,"0,704","0,735","0,820","0,579",4209904,42,SC
Matos Costa,"0,657","0,630","0,831","0,541",4210704,42,SC
Meleiro,"0,738","0,734","0,808","0,679",4210803,42,SC
Maracajá,"0,768","0,752","0,861","0,699",4210407,42,SC
Itapiranga,"0,775","0,766","0,842","0,723",4208401,42,SC
Joaçaba,"0,827","0,823","0,891","0,771",4209003,42,SC
Pouso Redondo,"0,720","0,728","0,857","0,598",4213708,42,SC
Praia Grande,"0,754","0,744","0,834","0,692",4213807,42,SC
Presidente Castello Branco,"0,770","0,813","0,883","0,637",4213906,42,SC
São José do Cedro,"0,731","0,753","0,830","0,625",4216701,42,SC
Guarujá do Sul,"0,730","0,732","0,833","0,639",4206603,42,SC
Guatambú,"0,717","0,716","0,823","0,626",4206652,42,SC
Balneário Barra do Sul,"0,716","0,713","0,844","0,611",4202057,42,SC
Grão Pará,"0,736","0,749","0,846","0,630",4206108,42,SC
Gravatal,"0,757","0,726","0,877","0,681",4206207,42,SC
Balneário Piçarras,"0,756","0,745","0,869","0,668",4212809,42,SC
Pinhalzinho,"0,783","0,758","0,886","0,716",4212908,42,SC
Guabiruba,"0,754","0,750","0,876","0,653",4206306,42,SC
Timbó,"0,784","0,807","0,856","0,697",4218202,42,SC
Timbó Grande,"0,659","0,634","0,798","0,565",4218251,42,SC
Três Barras,"0,706","0,677","0,814","0,639",4218301,42,SC
Treviso,"0,774","0,737","0,882","0,714",4218350,42,SC
Itá,"0,771","0,747","0,879","0,698",4208005,42,SC
Itaiópolis,"0,708","0,700","0,836","0,606",4208104,42,SC
Paial,"0,718","0,705","0,847","0,620",4211876,42,SC
Painel,"0,664","0,668","0,808","0,543",4211892,42,SC
Orleans,"0,755","0,749","0,873","0,657",4211702,42,SC
Otacílio Costa,"0,740","0,713","0,835","0,681",4211751,42,SC
Timbé do Sul,"0,720","0,721","0,856","0,606",4218103,42,SC
Siderópolis,"0,774","0,751","0,880","0,701",4217600,42,SC
Sombrio,"0,728","0,729","0,858","0,617",4217709,42,SC
Pinheiro Preto,"0,777","0,762","0,866","0,712",4213005,42,SC
Piratuba,"0,758","0,736","0,829","0,714",4213104,42,SC
Ouro,"0,774","0,774","0,884","0,677",4211801,42,SC
Ouro Verde,"0,695","0,696","0,790","0,611",4211850,42,SC
Urussanga,"0,772","0,756","0,876","0,695",4219002,42,SC
Vargeão,"0,686","0,708","0,827","0,551",4219101,42,SC
Indaial,"0,777","0,767","0,873","0,701",4207502,42,SC
Pomerode,"0,780","0,780","0,886","0,687",4213203,42,SC
Ibirama,"0,737","0,749","0,848","0,630",4206900,42,SC
Içara,"0,741","0,732","0,861","0,645",4207007,42,SC
Ilhota,"0,738","0,750","0,883","0,607",4207106,42,SC
Imaruí,"0,667","0,670","0,834","0,530",4207205,42,SC
Imbituba,"0,765","0,734","0,868","0,703",4207304,42,SC
Imbuia,"0,713","0,716","0,840","0,602",4207403,42,SC
Sul Brasil,"0,707","0,713","0,832","0,595",4217758,42,SC
Taió,"0,761","0,749","0,879","0,670",4217808,42,SC
Tangará,"0,737","0,748","0,867","0,617",4217907,42,SC
Tigrinhos,"0,717","0,688","0,846","0,633",4217956,42,SC
Tijucas,"0,760","0,747","0,873","0,672",4218004,42,SC
União do Oeste,"0,705","0,703","0,823","0,606",4218855,42,SC
Guaraciaba,"0,751","0,754","0,871","0,646",4206405,42,SC
Guaramirim,"0,751","0,748","0,885","0,641",4206504,42,SC
Vargem Bonita,"0,718","0,705","0,801","0,656",4219176,42,SC
Videira,"0,764","0,772","0,857","0,675",4219309,42,SC
Urubici,"0,694","0,722","0,823","0,562",4218905,42,SC
Urupema,"0,699","0,667","0,823","0,622",4218954,42,SC
Palma Sola,"0,704","0,700","0,800","0,622",4212007,42,SC
Palmeira,"0,718","0,725","0,826","0,618",4212056,42,SC
Palmitos,"0,737","0,757","0,836","0,632",4212106,42,SC
Papanduva,"0,704","0,691","0,836","0,603",4212205,42,SC
Massaranduba,"0,774","0,749","0,867","0,714",4210605,42,SC
Ponte Alta,"0,673","0,666","0,804","0,568",4213302,42,SC
Rancho Queimado,"0,753","0,743","0,893","0,644",4214300,42,SC
Rio das Antas,"0,697","0,727","0,820","0,569",4214409,42,SC
Navegantes,"0,736","0,731","0,873","0,624",4211306,42,SC
Salto Veloso,"0,784","0,778","0,880","0,705",4215406,42,SC
Sangão,"0,700","0,725","0,853","0,554",4215455,42,SC
Santa Cecília,"0,698","0,697","0,819","0,597",4215505,42,SC
Campo Alegre,"0,714","0,677","0,845","0,636",4203303,42,SC
Campo Belo do Sul,"0,641","0,648","0,768","0,528",4203402,42,SC
Campo Erê,"0,690","0,702","0,787","0,595",4203501,42,SC
Campos Novos,"0,742","0,721","0,861","0,658",4203600,42,SC
Canelinha,"0,697","0,723","0,865","0,542",4203709,42,SC
Bom Jesus do Oeste,"0,712","0,725","0,830","0,601",4202578,42,SC
Bom Retiro,"0,699","0,704","0,869","0,559",4202602,42,SC
Botuverá,"0,724","0,741","0,848","0,604",4202701,42,SC
Braço do Norte,"0,778","0,746","0,881","0,716",4202800,42,SC
Braço do Trombudo,"0,780","0,766","0,883","0,702",4202859,42,SC
Leoberto Leal,"0,686","0,740","0,818","0,533",4209805,42,SC
Mirim Doce,"0,708","0,683","0,821","0,633",4210852,42,SC
Abdon Batista,"0,694","0,660","0,812","0,625",4200051,42,SC
Barra Velha,"0,738","0,735","0,857","0,639",4202107,42,SC
Belmonte,"0,705","0,699","0,820","0,611",4202156,42,SC
Santa Rosa do Sul,"0,705","0,702","0,806","0,618",4215653,42,SC
Santa Terezinha,"0,669","0,637","0,817","0,575",4215679,42,SC
Balneário Gaivota,"0,728","0,734","0,844","0,622",4202073,42,SC
Ascurra,"0,742","0,739","0,868","0,636",4201703,42,SC
Santa Rosa de Lima,"0,757","0,726","0,843","0,710",4215604,42,SC
Ponte Alta do Norte,"0,689","0,661","0,819","0,605",4213351,42,SC
José Boiteux,"0,694","0,689","0,841","0,578",4209151,42,SC
Ibicaré,"0,708","0,734","0,826","0,586",4206801,42,SC
Xavantina,"0,749","0,772","0,861","0,632",4219606,42,SC
Major Gercino,"0,698","0,738","0,818","0,563",4210209,42,SC
Lacerdópolis,"0,781","0,763","0,883","0,708",4209201,42,SC
Benedito Novo,"0,740","0,723","0,868","0,645",4202206,42,SC
Biguaçu,"0,739","0,733","0,836","0,659",4202305,42,SC
Santa Helena,"0,744","0,738","0,823","0,678",4215554,42,SC
Anita Garibaldi,"0,688","0,667","0,826","0,592",4201000,42,SC
Anitápolis,"0,674","0,699","0,836","0,524",4201109,42,SC
Morro Grande,"0,701","0,742","0,847","0,548",4211256,42,SC
Petrolândia,"0,716","0,740","0,802","0,618",4212700,42,SC
Planalto Alegre,"0,751","0,731","0,881","0,659",4213153,42,SC
Vidal Ramos,"0,700","0,728","0,802","0,588",4219200,42,SC
Vargem,"0,699","0,690","0,839","0,591",4219150,42,SC
Peritiba,"0,766","0,762","0,882","0,669",4212601,42,SC
Arabutã,"0,733","0,744","0,863","0,614",4201273,42,SC
Zortéa,"0,761","0,752","0,885","0,661",4219853,42,SC
Rio Rufino,"0,653","0,652","0,806","0,530",4215059,42,SC
Riqueza,"0,714","0,702","0,830","0,624",4215075,42,SC
Rodeio,"0,754","0,769","0,889","0,626",4215109,42,SC
Romelândia,"0,692","0,738","0,800","0,561",4215208,42,SC
Salete,"0,744","0,737","0,803","0,695",4215307,42,SC
Saltinho,"0,791","0,771","0,857","0,750",4215356,42,SC
Bela Vista do Toldo,"0,675","0,624","0,826","0,598",4202131,42,SC
Apiúna,"0,708","0,735","0,827","0,584",4201257,42,SC
Araquari,"0,703","0,696","0,830","0,602",4201307,42,SC
Araranguá,"0,760","0,745","0,853","0,691",4201406,42,SC
Armazém,"0,770","0,743","0,882","0,698",4201505,42,SC
Arroio Trinta,"0,764","0,781","0,873","0,653",4201604,42,SC
Atalanta,"0,733","0,736","0,802","0,668",4201802,42,SC
Bocaina do Sul,"0,647","0,642","0,768","0,549",4202438,42,SC
Caibi,"0,728","0,737","0,830","0,631",4203105,42,SC
Calmon,"0,622","0,618","0,779","0,500",4203154,42,SC
São Bonifácio,"0,731","0,729","0,860","0,622",4215901,42,SC
Rio do Campo,"0,729","0,741","0,803","0,650",4214508,42,SC
Presidente Nereu,"0,737","0,765","0,861","0,609",4214102,42,SC
Celso Ramos,"0,719","0,651","0,826","0,692",4204152,42,SC
Cerro Negro,"0,621","0,634","0,829","0,455",4204178,42,SC
Doutor Pedrinho,"0,716","0,714","0,843","0,609",4205159,42,SC
Garopaba,"0,753","0,737","0,868","0,668",4205704,42,SC
Canoas,"0,750","0,768","0,864","0,636",4304606,43,RS
Esteio,"0,754","0,769","0,843","0,662",4307708,43,RS
Cruz Alta,"0,750","0,754","0,858","0,653",4306106,43,RS
Passo Fundo,"0,776","0,787","0,849","0,699",4314100,43,RS
Santa Maria,"0,784","0,795","0,848","0,715",4316907,43,RS
Porto Alegre,"0,805","0,867","0,857","0,702",4314902,43,RS
Santo Augusto,"0,739","0,753","0,840","0,637",4317806,43,RS
Santo Cristo,"0,738","0,746","0,820","0,656",4317905,43,RS
Santo Expedito do Sul,"0,732","0,679","0,853","0,677",4317954,43,RS
São Borja,"0,736","0,720","0,860","0,643",4318002,43,RS
São Domingos do Sul,"0,763","0,780","0,839","0,680",4318051,43,RS
São Francisco de Assis,"0,675","0,681","0,818","0,552",4318101,43,RS
São Francisco de Paula,"0,685","0,701","0,860","0,534",4318200,43,RS
São Gabriel,"0,699","0,711","0,822","0,585",4318309,43,RS
São Jerônimo,"0,696","0,734","0,822","0,560",4318408,43,RS
São João da Urtiga,"0,694","0,702","0,828","0,575",4318424,43,RS
São Jorge,"0,732","0,750","0,846","0,617",4318440,43,RS
São José do Herval,"0,717","0,701","0,847","0,622",4318465,43,RS
Rodeio Bonito,"0,732","0,733","0,842","0,636",4315909,43,RS
Rolador,"0,689","0,676","0,834","0,579",4315958,43,RS
Rolante,"0,688","0,708","0,830","0,553",4316006,43,RS
Ronda Alta,"0,724","0,729","0,867","0,600",4316105,43,RS
Rondinha,"0,764","0,780","0,842","0,678",4316204,43,RS
Três Palmeiras,"0,703","0,747","0,832","0,560",4321857,43,RS
Tapejara,"0,760","0,763","0,837","0,688",4320909,43,RS
Tapera,"0,747","0,743","0,835","0,672",4321006,43,RS
São José do Sul,"0,725","0,774","0,836","0,590",4318614,43,RS
Tucunduva,"0,747","0,748","0,816","0,682",4322103,43,RS
Tunas,"0,657","0,659","0,794","0,541",4322152,43,RS
Uruguaiana,"0,744","0,722","0,863","0,661",4322400,43,RS
Vacaria,"0,721","0,740","0,838","0,605",4322509,43,RS
Sinimbu,"0,631","0,697","0,792","0,456",4320677,43,RS
Sobradinho,"0,743","0,735","0,861","0,647",4320701,43,RS
Soledade,"0,731","0,727","0,861","0,625",4320800,43,RS
Tabaí,"0,701","0,694","0,834","0,595",4320859,43,RS
São José do Norte,"0,623","0,663","0,792","0,461",4318507,43,RS
São José do Ouro,"0,755","0,759","0,846","0,669",4318606,43,RS
Rio Grande,"0,744","0,752","0,861","0,637",4315602,43,RS
Rio Pardo,"0,693","0,702","0,846","0,560",4315701,43,RS
Três Forquilhas,"0,662","0,661","0,813","0,539",4321832,43,RS
Salvador das Missões,"0,753","0,710","0,851","0,706",4316477,43,RS
Salvador do Sul,"0,740","0,750","0,843","0,641",4316501,43,RS
Sananduva,"0,747","0,764","0,843","0,647",4316600,43,RS
Santa Bárbara do Sul,"0,725","0,716","0,841","0,634",4316709,43,RS
Pelotas,"0,739","0,758","0,844","0,632",4314407,43,RS
Picada Café,"0,758","0,738","0,842","0,701",4314423,43,RS
Parobé,"0,704","0,700","0,886","0,562",4314050,43,RS
Passa Sete,"0,622","0,639","0,782","0,482",4314068,43,RS
Riozinho,"0,661","0,690","0,885","0,472",4315750,43,RS
Roca Sales,"0,729","0,753","0,853","0,602",4315800,43,RS
Tupanciretã,"0,709","0,721","0,828","0,596",4322202,43,RS
Tupandi,"0,718","0,742","0,836","0,597",4322251,43,RS
Tuparendi,"0,728","0,734","0,832","0,632",4322301,43,RS
Turuçu,"0,629","0,685","0,814","0,446",4322327,43,RS
Ubiretama,"0,700","0,691","0,809","0,613",4322343,43,RS
União da Serra,"0,733","0,786","0,852","0,587",4322350,43,RS
Taquara,"0,727","0,754","0,880","0,579",4321204,43,RS
Taquari,"0,733","0,737","0,849","0,629",4321303,43,RS
Tavares,"0,656","0,692","0,828","0,492",4321352,43,RS
Três Passos,"0,768","0,745","0,858","0,710",4321907,43,RS
Trindade do Sul,"0,687","0,675","0,787","0,610",4321956,43,RS
Três Cachoeiras,"0,718","0,722","0,847","0,606",4321667,43,RS
Três Coroas,"0,710","0,740","0,829","0,584",4321709,43,RS
Santa Cecília do Sul,"0,725","0,781","0,839","0,581",4316733,43,RS
Santa Clara do Sul,"0,740","0,747","0,843","0,644",4316758,43,RS
Tapes,"0,695","0,699","0,862","0,556",4321105,43,RS
Cândido Godói,"0,728","0,720","0,853","0,627",4304309,43,RS
Carlos Gomes,"0,739","0,732","0,886","0,622",4304853,43,RS
Barra do Rio Azul,"0,723","0,703","0,842","0,638",4301925,43,RS
Putinga,"0,715","0,745","0,873","0,563",4315206,43,RS
Quaraí,"0,704","0,673","0,852","0,609",4315305,43,RS
Quinze de Novembro,"0,756","0,783","0,841","0,655",4315354,43,RS
Três de Maio,"0,759","0,756","0,834","0,694",4321808,43,RS
Pouso Novo,"0,715","0,765","0,845","0,566",4315131,43,RS
Presidente Lucena,"0,757","0,727","0,885","0,674",4315149,43,RS
Progresso,"0,683","0,705","0,861","0,525",4315156,43,RS
Protásio Alves,"0,733","0,771","0,839","0,609",4315172,43,RS
Bom Princípio,"0,746","0,751","0,836","0,661",4302352,43,RS
Porto Vera Cruz,"0,690","0,661","0,827","0,600",4315073,43,RS
Lagoão,"0,643","0,641","0,822","0,505",4311254,43,RS
Santa Maria do Herval,"0,676","0,716","0,846","0,510",4316956,43,RS
Santana da Boa Vista,"0,633","0,630","0,802","0,503",4317004,43,RS
Sant'Ana do Livramento,"0,727","0,715","0,846","0,636",4317103,43,RS
Santa Rosa,"0,769","0,752","0,871","0,693",4317202,43,RS
Santa Vitória do Palmar,"0,712","0,709","0,861","0,591",4317301,43,RS
Ibirapuitã,"0,638","0,678","0,828","0,463",4309951,43,RS
Ibirubá,"0,765","0,786","0,848","0,671",4310009,43,RS
Igrejinha,"0,721","0,749","0,876","0,571",4310108,43,RS
Ijuí,"0,781","0,786","0,858","0,707",4310207,43,RS
Getúlio Vargas,"0,746","0,747","0,843","0,658",4308904,43,RS
Giruá,"0,721","0,707","0,842","0,629",4309001,43,RS
Glorinha,"0,714","0,716","0,859","0,593",4309050,43,RS
Nova Petrópolis,"0,780","0,775","0,890","0,688",4313201,43,RS
Nova Prata,"0,766","0,782","0,839","0,686",4313300,43,RS
Nova Ramada,"0,742","0,752","0,847","0,642",4313334,43,RS
Nova Roma do Sul,"0,741","0,794","0,851","0,602",4313359,43,RS
Nova Santa Rita,"0,718","0,716","0,853","0,606",4313375,43,RS
Novo Cabrais,"0,688","0,697","0,852","0,548",4313391,43,RS
Novo Hamburgo,"0,747","0,778","0,852","0,629",4313409,43,RS
Novo Xingu,"0,767","0,749","0,850","0,708",4313466,43,RS
Arroio Grande,"0,657","0,673","0,807","0,522",4301305,43,RS
Canudos do Vale,"0,713","0,751","0,840","0,574",4304614,43,RS
Cristal do Sul,"0,660","0,641","0,826","0,542",4306072,43,RS
Nova Alvorada,"0,740","0,763","0,838","0,634",4312757,43,RS
Nova Araçá,"0,785","0,796","0,843","0,722",4312807,43,RS
Faxinalzinho,"0,666","0,646","0,801","0,571",4308052,43,RS
Fazenda Vilanova,"0,698","0,726","0,841","0,557",4308078,43,RS
Feliz,"0,750","0,758","0,847","0,658",4308102,43,RS
Nova Bassano,"0,747","0,778","0,849","0,632",4312906,43,RS
Nova Bréscia,"0,778","0,836","0,847","0,666",4313003,43,RS
Faxinal do Soturno,"0,720","0,732","0,854","0,597",4308003,43,RS
São Valério do Sul,"0,642","0,674","0,816","0,480",4319737,43,RS
Alecrim,"0,672","0,683","0,852","0,522",4300307,43,RS
São José do Hortêncio,"0,707","0,717","0,824","0,597",4318481,43,RS
Lagoa Vermelha,"0,738","0,734","0,885","0,620",4311304,43,RS
Pinheiro Machado,"0,661","0,685","0,846","0,499",4314506,43,RS
Pirapó,"0,669","0,656","0,824","0,553",4314555,43,RS
Piratini,"0,658","0,672","0,821","0,517",4314605,43,RS
Planalto,"0,719","0,683","0,853","0,639",4314704,43,RS
Pontão,"0,725","0,708","0,864","0,623",4314779,43,RS
Jaguarão,"0,707","0,698","0,832","0,608",4311007,43,RS
Pareci Novo,"0,749","0,738","0,852","0,668",4314035,43,RS
Jacutinga,"0,726","0,703","0,855","0,636",4310900,43,RS
Jaquirana,"0,614","0,626","0,779","0,475",4311122,43,RS
Jóia,"0,686","0,671","0,841","0,572",4311155,43,RS
Júlio de Castilhos,"0,716","0,733","0,833","0,602",4311205,43,RS
Lagoa dos Três Cantos,"0,789","0,765","0,852","0,754",4311270,43,RS
Morro Reuter,"0,743","0,733","0,858","0,653",4312476,43,RS
Mostardas,"0,664","0,701","0,849","0,493",4312500,43,RS
Muçum,"0,746","0,757","0,840","0,654",4312609,43,RS
Muitos Capões,"0,702","0,711","0,873","0,558",4312617,43,RS
Santo Ângelo,"0,772","0,765","0,863","0,696",4317509,43,RS
Santiago,"0,766","0,746","0,882","0,682",4317400,43,RS
Muliterno,"0,689","0,740","0,808","0,547",4312625,43,RS
Não-Me-Toque,"0,765","0,784td&gt;","0,847","0,673",4312658,43,RS
Nicolau Vergueiro,"0,753","0,772","0,839","0,660",4312674,43,RS
