municipio,IDHM,IDHM Renda,IDHM Longevidade,IDHM Educacao,cod_municipio,cod_estado,estado
Marinópolis,"0,731","0,681","0,825","0,694",3529104,35,SP
Mongaguá,"0,754","0,719","0,854","0,699",3531100,35,SP
Ilha Comprida,"0,725","0,696","0,823","0,666",3520426,35,SP
Várzea Paulista,"0,759","0,720","0,863","0,705",3556503,35,SP
Paulistânia,"0,718","0,683","0,817","0,663",3536570,35,SP
Paulo de Faria,"0,725","0,721","0,800","0,662",3536604,35,SP
Barra do Turvo,"0,641","0,625","0,792","0,532",3505401,35,SP
Barretos,"0,789","0,762","0,875","0,738",3505500,35,SP
Tatuí,"0,752","0,734","0,842","0,688",3554003,35,SP
Serrana,"0,729","0,713","0,835","0,650",3551504,35,SP
Serra Negra,"0,767","0,764","0,873","0,676",3551603,35,SP
Sertãozinho,"0,761","0,768","0,855","0,672",3551702,35,SP
Sete Barras,"0,673","0,651","0,832","0,562",3551801,35,SP
Tapiratiba,"0,751","0,703","0,870","0,692",3553609,35,SP
Adamantina,"0,790","0,772","0,852","0,750",3500105,35,SP
Adolfo,"0,730","0,710","0,844","0,648",3500204,35,SP
Aguaí,"0,715","0,703","0,858","0,606",3500303,35,SP
Águas da Prata,"0,781","0,750","0,886","0,716",3500402,35,SP
Taquaral,"0,759","0,742","0,823","0,716",3553658,35,SP
Auriflama,"0,773","0,746","0,840","0,738",3504206,35,SP
Avaí,"0,714","0,674","0,830","0,650",3504305,35,SP
Avanhandava,"0,705","0,688","0,817","0,623",3504404,35,SP
Alambari,"0,712","0,682","0,805","0,658",3500758,35,SP
Alfredo Marcondes,"0,741","0,682","0,840","0,710",3500808,35,SP
Águas de Lindóia,"0,745","0,725","0,846","0,675",3500501,35,SP
Águas de Santa Bárbara,"0,757","0,744","0,840","0,695",3500550,35,SP
Águas de São Pedro,"0,854","0,849","0,890","0,825",3500600,35,SP
Agudos,"0,745","0,705","0,845","0,694",3500709,35,SP
Taboão da Serra,"0,769","0,742","0,863","0,710",3552809,35,SP
Taciba,"0,723","0,682","0,809","0,684",3552908,35,SP
Queluz,"0,722","0,665","0,823","0,687",3541901,35,SP
Taquaritinga,"0,748","0,727","0,827","0,696",3553708,35,SP
Taquarituba,"0,701","0,700","0,811","0,606",3553807,35,SP
Tarabai,"0,726","0,666","0,823","0,697",3553906,35,SP
Tarumã,"0,753","0,738","0,852","0,680",3553955,35,SP
Santa Cruz das Palmeiras,"0,728","0,746","0,815","0,635",3546306,35,SP
Santa Cruz do Rio Pardo,"0,762","0,744","0,867","0,686",3546405,35,SP
Santa Ernestina,"0,738","0,716","0,802","0,699",3546504,35,SP
Santa Fé do Sul,"0,784","0,763","0,840","0,751",3546603,35,SP
Santa Gertrudes,"0,737","0,723","0,847","0,654",3546702,35,SP
Santa Isabel,"0,738","0,700","0,834","0,689",3546801,35,SP
Santa Lúcia,"0,737","0,696","0,818","0,703",3546900,35,SP
Santa Maria da Serra,"0,686","0,688","0,820","0,571",3547007,35,SP
Bariri,"0,750","0,736","0,867","0,662",3505203,35,SP
Barra Bonita,"0,788","0,762","0,869","0,739",3505302,35,SP
Barra do Chapéu,"0,660","0,617","0,779","0,599",3505351,35,SP
Batatais,"0,761","0,766","0,840","0,685",3505906,35,SP
Severínia,"0,715","0,709","0,807","0,638",3551900,35,SP
Silveiras,"0,678","0,657","0,812","0,584",3552007,35,SP
Socorro,"0,729","0,737","0,828","0,634",3552106,35,SP
Limeira,"0,775","0,761","0,852","0,719",3526902,35,SP
Lindóia,"0,742","0,722","0,864","0,654",3527009,35,SP
Lins,"0,786","0,762","0,869","0,733",3527108,35,SP
Lorena,"0,766","0,736","0,856","0,713",3527207,35,SP
Louveira,"0,777","0,783","0,861","0,697",3527306,35,SP
Lucélia,"0,752","0,728","0,841","0,695",3527405,35,SP
Assis,"0,805","0,771","0,865","0,781",3504008,35,SP
Pedrinhas Paulista,"0,774","0,749","0,837","0,739",3537156,35,SP
Pedro de Toledo,"0,696","0,654","0,812","0,634",3537206,35,SP
Ibaté,"0,703","0,681","0,814","0,627",3519303,35,SP
Ibirá,"0,740","0,741","0,841","0,650",3519402,35,SP
Ibirarema,"0,708","0,692","0,817","0,628",3519501,35,SP
Ibitinga,"0,747","0,738","0,846","0,667",3519600,35,SP
Ibiúna,"0,710","0,700","0,832","0,614",3519709,35,SP
Areiópolis,"0,695","0,686","0,823","0,594",3503604,35,SP
Ariranha,"0,733","0,730","0,813","0,663",3503703,35,SP
Artur Nogueira,"0,749","0,745","0,827","0,681",3503802,35,SP
Arujá,"0,784","0,761","0,866","0,730",3503901,35,SP
Miguelópolis,"0,741","0,712","0,863","0,661",3529708,35,SP
Mineiros do Tietê,"0,730","0,719","0,823","0,658",3529807,35,SP
Porangaba,"0,703","0,696","0,864","0,578",3540507,35,SP
Porto Feliz,"0,758","0,737","0,836","0,706",3540606,35,SP
Porto Ferreira,"0,751","0,736","0,827","0,696",3540705,35,SP
Potim,"0,697","0,651","0,806","0,646",3540754,35,SP
Potirendaba,"0,747","0,737","0,857","0,661",3540804,35,SP
Pracinha,"0,696","0,658","0,814","0,629",3540853,35,SP
Pradópolis,"0,733","0,738","0,822","0,650",3540903,35,SP
Florínia,"0,713","0,678","0,820","0,652",3516101,35,SP
São Pedro,"0,755","0,741","0,863","0,674",3550407,35,SP
Zacarias,"0,729","0,695","0,826","0,674",3557154,35,SP
Chavantes,"0,729","0,713","0,828","0,655",3557204,35,SP
Nova Campina,"0,651","0,598","0,799","0,577",3532827,35,SP
Holambra,"0,793","0,815","0,878","0,698",3519055,35,SP
Iacanga,"0,745","0,721","0,851","0,675",3519105,35,SP
Iacri,"0,733","0,701","0,857","0,655",3519204,35,SP
Iaras,"0,674","0,664","0,848","0,543",3519253,35,SP
Alto Alegre,"0,747","0,756","0,859","0,642",3501103,35,SP
Alumínio,"0,766","0,729","0,841","0,732",3501152,35,SP
Álvares Florence,"0,728","0,701","0,806","0,683",3501202,35,SP
Álvares Machado,"0,758","0,712","0,834","0,732",3501301,35,SP
Bom Jesus dos Perdões,"0,713","0,716","0,802","0,631",3507100,35,SP
Bom Sucesso de Itararé,"0,660","0,605","0,775","0,613",3507159,35,SP
Brodowski,"0,755","0,738","0,864","0,675",3507803,35,SP
Cabrália Paulista,"0,694","0,667","0,811","0,619",3508306,35,SP
Brotas,"0,740","0,724","0,815","0,688",3507902,35,SP
Buri,"0,667","0,642","0,799","0,578",3508009,35,SP
Buritama,"0,763","0,736","0,839","0,720",3508108,35,SP
Buritizal,"0,735","0,743","0,830","0,643",3508207,35,SP
Borborema,"0,730","0,710","0,831","0,658",3507407,35,SP
Borebi,"0,705","0,674","0,846","0,615",3507456,35,SP
Cabreúva,"0,738","0,717","0,828","0,678",3508405,35,SP
Caçapava,"0,788","0,754","0,858","0,755",3508504,35,SP
João Ramalho,"0,741","0,701","0,818","0,710",3525607,35,SP
José Bonifácio,"0,777","0,752","0,869","0,717",3525706,35,SP
Parapuã,"0,737","0,693","0,830","0,696",3536000,35,SP
Piraju,"0,758","0,740","0,843","0,699",3538808,35,SP
Pirajuí,"0,749","0,734","0,853","0,672",3538907,35,SP
Arealva,"0,744","0,718","0,840","0,683",3503406,35,SP
Areias,"0,697","0,627","0,803","0,672",3503505,35,SP
Mirassolândia,"0,738","0,704","0,829","0,690",3530409,35,SP
Mococa,"0,762","0,756","0,827","0,709",3530508,35,SP
Pratânia,"0,701","0,681","0,798","0,633",3541059,35,SP
Presidente Alves,"0,735","0,711","0,811","0,689",3541109,35,SP
Presidente Bernardes,"0,757","0,718","0,839","0,719",3541208,35,SP
Presidente Epitácio,"0,750","0,714","0,845","0,700",3541307,35,SP
São Francisco,"0,723","0,705","0,814","0,658",3549003,35,SP
Alvinlândia,"0,722","0,721","0,791","0,659",3501509,35,SP
Santo Antônio do Jardim,"0,714","0,703","0,835","0,620",3548104,35,SP
Santo Antônio do Pinhal,"0,706","0,685","0,812","0,632",3548203,35,SP
Santo Expedito,"0,732","0,664","0,828","0,714",3548302,35,SP
Quintana,"0,732","0,689","0,811","0,703",3542008,35,SP
Rafard,"0,745","0,722","0,823","0,696",3542107,35,SP
Rancharia,"0,751","0,720","0,861","0,683",3542206,35,SP
Redenção da Serra,"0,657","0,633","0,799","0,560",3542305,35,SP
Regente Feijó,"0,768","0,735","0,818","0,752",3542404,35,SP
Reginópolis,"0,728","0,715","0,817","0,660",3542503,35,SP
Registro,"0,754","0,718","0,851","0,702",3542602,35,SP
Santópolis do Aguapeí,"0,740","0,680","0,830","0,719",3548401,35,SP
São Bento do Sapucaí,"0,720","0,719","0,812","0,638",3548609,35,SP
Araras,"0,781","0,763","0,859","0,728",3503307,35,SP
Mogi Guaçu,"0,774","0,740","0,852","0,736",3530706,35,SP
Mombuca,"0,719","0,746","0,820","0,607",3530904,35,SP
Monte Alegre do Sul,"0,759","0,752","0,858","0,678",3531209,35,SP
Monte Alto,"0,768","0,746","0,859","0,707",3531308,35,SP
Monte Aprazível,"0,785","0,781","0,861","0,720",3531407,35,SP
Monte Azul Paulista,"0,753","0,733","0,843","0,690",3531506,35,SP
Júlio Mesquita,"0,716","0,659","0,813","0,686",3525805,35,SP
Araçoiaba da Serra,"0,776","0,751","0,860","0,723",3502903,35,SP
Aramina,"0,740","0,723","0,856","0,656",3503000,35,SP
Avaré,"0,767","0,751","0,866","0,695",3504503,35,SP
Bady Bassitt,"0,746","0,737","0,805","0,701",3504602,35,SP
Balbinos,"0,669","0,690","0,809","0,537",3504701,35,SP
Bálsamo,"0,756","0,746","0,835","0,695",3504800,35,SP
Bananal,"0,733","0,693","0,872","0,653",3504909,35,SP
Barão de Antonina,"0,711","0,676","0,820","0,649",3505005,35,SP
Barbosa,"0,699","0,676","0,843","0,599",3505104,35,SP
Barrinha,"0,725","0,711","0,829","0,646",3505609,35,SP
Fernandópolis,"0,797","0,767","0,872","0,758",3515509,35,SP
Itajobi,"0,730","0,727","0,832","0,644",3521903,35,SP
Itaju,"0,705","0,696","0,823","0,613",3522000,35,SP
Itanhaém,"0,745","0,716","0,823","0,701",3522109,35,SP
Cajobi,"0,734","0,714","0,822","0,674",3509304,35,SP
Igarapava,"0,768","0,809","0,835","0,671",3520103,35,SP
Igaratá,"0,711","0,683","0,855","0,616",3520202,35,SP
Icém,"0,720","0,716","0,806","0,646",3519808,35,SP
Iepê,"0,736","0,700","0,814","0,700",3519907,35,SP
Igaraçu do Tietê,"0,727","0,691","0,838","0,664",3520004,35,SP
Campo Limpo Paulista,"0,769","0,733","0,840","0,739",3509601,35,SP
Campos do Jordão,"0,749","0,761","0,852","0,648",3509700,35,SP
Guaraçaí,"0,719","0,699","0,803","0,663",3517802,35,SP
Guaraci,"0,737","0,698","0,840","0,682",3517901,35,SP
Botucatu,"0,800","0,790","0,869","0,746",3507506,35,SP
Braúna,"0,737","0,725","0,830","0,664",3507704,35,SP
Brejo Alegre,"0,710","0,702","0,826","0,618",3507753,35,SP
Cachoeira Paulista,"0,764","0,733","0,837","0,728",3508603,35,SP
Caconde,"0,720","0,701","0,858","0,620",3508702,35,SP
Boracéia,"0,754","0,723","0,866","0,685",3507308,35,SP
Sud Mennucci,"0,747","0,743","0,809","0,694",3552304,35,SP
Suzano,"0,765","0,708","0,873","0,723",3552502,35,SP
Tabapuã,"0,735","0,726","0,820","0,666",3552601,35,SP
Tabatinga,"0,704","0,700","0,818","0,609",3552700,35,SP
Caieiras,"0,781","0,740","0,861","0,749",3509007,35,SP
Cajamar,"0,728","0,713","0,810","0,668",3509205,35,SP
Cajati,"0,694","0,658","0,832","0,611",3509254,35,SP
Bebedouro,"0,780","0,756","0,853","0,735",3506102,35,SP
Bento de Abreu,"0,744","0,706","0,820","0,712",3506201,35,SP
Bernardino de Campos,"0,734","0,713","0,838","0,662",3506300,35,SP
Boa Esperança do Sul,"0,681","0,692","0,811","0,562",3506706,35,SP
Bocaina,"0,742","0,741","0,840","0,656",3506805,35,SP
Cafelândia,"0,748","0,723","0,835","0,692",3508801,35,SP
Bertioga,"0,730","0,727","0,817","0,654",3506359,35,SP
Bilac,"0,768","0,743","0,845","0,722",3506409,35,SP
Birigui,"0,780","0,743","0,869","0,734",3506508,35,SP
Biritiba-Mirim,"0,712","0,710","0,795","0,640",3506607,35,SP
Caiabu,"0,729","0,682","0,823","0,691",3508900,35,SP
Jaci,"0,723","0,700","0,818","0,659",3524501,35,SP
Jacupiranga,"0,717","0,687","0,832","0,644",3524600,35,SP
Jales,"0,776","0,750","0,855","0,730",3524808,35,SP
Jandira,"0,760","0,738","0,841","0,706",3525003,35,SP
Jardinópolis,"0,735","0,728","0,853","0,640",3525102,35,SP
Jarinu,"0,733","0,723","0,826","0,659",3525201,35,SP
Itapevi,"0,735","0,687","0,855","0,677",3522505,35,SP
Itapira,"0,762","0,750","0,852","0,692",3522604,35,SP
Itapirapuã Paulista,"0,661","0,595","0,816","0,594",3522653,35,SP
Itápolis,"0,744","0,738","0,836","0,667",3522703,35,SP
Cedral,"0,766","0,749","0,872","0,689",3511300,35,SP
Cerqueira César,"0,729","0,710","0,821","0,666",3511409,35,SP
Cerquilho,"0,782","0,758","0,854","0,739",3511508,35,SP
Praia Grande,"0,754","0,744","0,834","0,692",3541000,35,SP
Pardinho,"0,727","0,718","0,821","0,652",3536109,35,SP
Pariquera-Açu,"0,736","0,682","0,862","0,678",3536208,35,SP
Patrocínio Paulista,"0,730","0,696","0,826","0,678",3536307,35,SP
Pirapozinho,"0,776","0,740","0,863","0,733",3539202,35,SP
Itupeva,"0,762","0,750","0,844","0,699",3524006,35,SP
Ituverava,"0,765","0,768","0,841","0,694",3524105,35,SP
Jaborandi,"0,711","0,679","0,845","0,627",3524204,35,SP
Jaboticabal,"0,778","0,778","0,851","0,710",3524303,35,SP
Itapura,"0,720","0,682","0,813","0,673",3523008,35,SP
São João da Boa Vista,"0,797","0,776","0,871","0,749",3549102,35,SP
São Joaquim da Barra,"0,762","0,740","0,847","0,706",3549409,35,SP
São José da Bela Vista,"0,693","0,679","0,844","0,580",3549508,35,SP
São José do Barreiro,"0,684","0,666","0,813","0,591",3549607,35,SP
São José do Rio Pardo,"0,774","0,744","0,868","0,717",3549706,35,SP
Itapecerica da Serra,"0,742","0,699","0,852","0,687",3522208,35,SP
Itapetininga,"0,763","0,728","0,864","0,705",3522307,35,SP
Pederneiras,"0,739","0,738","0,812","0,673",3536703,35,SP
Pedra Bela,"0,677","0,671","0,796","0,581",3536802,35,SP
Pedreira,"0,769","0,750","0,864","0,701",3537107,35,SP
Pirangi,"0,756","0,735","0,837","0,701",3539004,35,SP
Piedade,"0,716","0,694","0,848","0,624",3537800,35,SP
Pilar do Sul,"0,690","0,674","0,820","0,594",3537909,35,SP
Pindamonhangaba,"0,773","0,745","0,843","0,736",3538006,35,SP
Pindorama,"0,737","0,726","0,842","0,654",3538105,35,SP
Pinhalzinho,"0,783","0,758","0,886","0,716",3538204,35,SP
Piquete,"0,757","0,711","0,823","0,740",3538501,35,SP
Piracaia,"0,739","0,758","0,851","0,625",3538600,35,SP
Itapeva,"0,732","0,702","0,803","0,697",3522406,35,SP
Natividade da Serra,"0,655","0,664","0,814","0,520",3532306,35,SP
Nazaré Paulista,"0,678","0,681","0,818","0,559",3532405,35,SP
Herculândia,"0,727","0,680","0,809","0,698",3519006,35,SP
São Lourenço da Serra,"0,728","0,704","0,823","0,666",3549953,35,SP
Quadra,"0,678","0,700","0,822","0,541",3541653,35,SP
Quatá,"0,738","0,706","0,814","0,700",3541703,35,SP
Queiroz,"0,715","0,662","0,811","0,681",3541802,35,SP
Presidente Venceslau,"0,763","0,749","0,837","0,708",3541505,35,SP
Promissão,"0,743","0,724","0,850","0,666",3541604,35,SP
Ilhabela,"0,756","0,739","0,843","0,693",3520400,35,SP
Ilha Solteira,"0,812","0,786","0,871","0,782",3520442,35,SP
Indiana,"0,761","0,714","0,843","0,733",3520608,35,SP
Gastão Vidigal,"0,723","0,727","0,817","0,635",3516804,35,SP
Gavião Peixoto,"0,719","0,687","0,802","0,676",3516853,35,SP
São Luís do Paraitinga,"0,697","0,691","0,826","0,593",3550001,35,SP
Populina,"0,714","0,699","0,804","0,647",3540408,35,SP
Murutinga do Sul,"0,726","0,703","0,847","0,643",3532108,35,SP
Tejupá,"0,668","0,668","0,794","0,563",3554201,35,SP
Terra Roxa,"0,749","0,732","0,838","0,684",3554409,35,SP
Torre de Pedra,"0,714","0,679","0,829","0,647",3554656,35,SP
Trabiju,"0,722","0,666","0,811","0,697",3554755,35,SP
Sagres,"0,730","0,692","0,830","0,677",3544707,35,SP
Salmourão,"0,719","0,678","0,846","0,649",3545100,35,SP
Caiuá,"0,697","0,665","0,802","0,635",3509106,35,SP
Sabino,"0,728","0,708","0,813","0,671",3544608,35,SP
Sales,"0,751","0,708","0,859","0,697",3544806,35,SP
Monte Mor,"0,733","0,713","0,863","0,639",3531803,35,SP
Morro Agudo,"0,712","0,716","0,836","0,604",3531902,35,SP
Morungaba,"0,715","0,726","0,802","0,627",3532009,35,SP
Jumirim,"0,741","0,721","0,863","0,655",3525854,35,SP
General Salgado,"0,747","0,734","0,808","0,702",3516903,35,SP
Getulina,"0,717","0,696","0,813","0,652",3517000,35,SP
Glicério,"0,735","0,735","0,858","0,630",3517109,35,SP
Guaiçara,"0,739","0,697","0,853","0,679",3517208,35,SP
Guaimbê,"0,728","0,675","0,830","0,689",3517307,35,SP
Guaíra,"0,753","0,759","0,824","0,683",3517406,35,SP
Guapiaçu,"0,725","0,728","0,866","0,605",3517505,35,SP
Guapiara,"0,675","0,634","0,806","0,602",3517604,35,SP
Guará,"0,718","0,710","0,826","0,630",3517703,35,SP
São Roque,"0,768","0,765","0,863","0,687",3550605,35,SP
São Sebastião,"0,772","0,747","0,875","0,703",3550704,35,SP
São Sebastião da Grama,"0,701","0,689","0,820","0,609",3550803,35,SP
São Simão,"0,766","0,732","0,852","0,722",3550902,35,SP
Altinópolis,"0,730","0,726","0,843","0,635",3501004,35,SP
Tupi Paulista,"0,769","0,762","0,835","0,715",3555109,35,SP
Turiúba,"0,751","0,713","0,824","0,721",3555208,35,SP
Ubarana,"0,700","0,672","0,844","0,604",3555356,35,SP
Ubatuba,"0,751","0,741","0,841","0,679",3555406,35,SP
Ubirajara,"0,727","0,689","0,829","0,674",3555505,35,SP
Uchoa,"0,721","0,708","0,823","0,644",3555604,35,SP
Estiva Gerbi,"0,740","0,716","0,815","0,695",3557303,35,SP
Pirapora do Bom Jesus,"0,727","0,679","0,810","0,698",3539103,35,SP
Teodoro Sampaio,"0,741","0,699","0,856","0,679",3554300,35,SP
Tietê,"0,778","0,764","0,884","0,698",3554508,35,SP
Timburi,"0,710","0,688","0,826","0,629",3554607,35,SP
Torrinha,"0,744","0,734","0,852","0,658",3554706,35,SP
Tremembé,"0,785","0,769","0,873","0,720",3554805,35,SP
Três Fronteiras,"0,753","0,710","0,829","0,726",3554904,35,SP
Pompéia,"0,786","0,750","0,864","0,748",3540002,35,SP
Pongaí,"0,755","0,727","0,844","0,701",3540101,35,SP
Pontal,"0,725","0,718","0,838","0,633",3540200,35,SP
Jacareí,"0,777","0,749","0,837","0,749",3524402,35,SP
Meridiano,"0,731","0,717","0,817","0,667",3529609,35,SP
Lagoinha,"0,693","0,686","0,797","0,609",3526308,35,SP
Laranjal Paulista,"0,729","0,732","0,829","0,639",3526407,35,SP
Itararé,"0,703","0,668","0,803","0,649",3523206,35,SP
Itatiba,"0,778","0,788","0,844","0,708",3523404,35,SP
Itaporanga,"0,719","0,681","0,835","0,653",3522802,35,SP
Itapuí,"0,725","0,716","0,841","0,633",3522901,35,SP
Martinópolis,"0,721","0,703","0,832","0,641",3529203,35,SP
Matão,"0,773","0,766","0,847","0,713",3529302,35,SP
Mauá,"0,766","0,721","0,852","0,733",3529401,35,SP
Ipuã,"0,749","0,759","0,848","0,654",3521309,35,SP
Iracemápolis,"0,776","0,742","0,863","0,729",3521408,35,SP
Irapuã,"0,713","0,688","0,844","0,624",3521507,35,SP
Itaí,"0,713","0,692","0,830","0,630",3521804,35,SP
Platina,"0,719","0,691","0,824","0,652",3539707,35,SP
Poá,"0,771","0,710","0,856","0,754",3539806,35,SP
Poloni,"0,766","0,736","0,853","0,717",3539905,35,SP
Santa Adélia,"0,760","0,750","0,835","0,702",3545605,35,SP
Santa Branca,"0,735","0,706","0,828","0,678",3546009,35,SP
Mendonça,"0,744","0,720","0,863","0,663",3529500,35,SP
Sales Oliveira,"0,772","0,738","0,845","0,739",3544905,35,SP
Salesópolis,"0,732","0,687","0,829","0,690",3545001,35,SP
Saltinho,"0,791","0,771","0,857","0,750",3545159,35,SP
Salto,"0,780","0,755","0,837","0,751",3545209,35,SP
Salto de Pirapora,"0,729","0,699","0,834","0,665",3545308,35,SP
Salto Grande,"0,704","0,664","0,825","0,637",3545407,35,SP
Urânia,"0,746","0,727","0,804","0,709",3555802,35,SP
Uru,"0,712","0,678","0,832","0,639",3555901,35,SP
Urupês,"0,745","0,741","0,817","0,683",3556008,35,SP
Valentim Gentil,"0,735","0,708","0,810","0,692",3556107,35,SP
Tupã,"0,771","0,764","0,852","0,704",3555000,35,SP
Taguaí,"0,709","0,690","0,818","0,631",3553005,35,SP
Tapiraí,"0,681","0,647","0,846","0,578",3553500,35,SP
Oriente,"0,770","0,717","0,837","0,761",3534104,35,SP
Orindiúva,"0,767","0,719","0,824","0,762",3534203,35,SP
Sandovalina,"0,709","0,665","0,812","0,659",3545506,35,SP
Ipaussu,"0,727","0,713","0,828","0,650",3520905,35,SP
Iperó,"0,719","0,680","0,814","0,672",3521002,35,SP
Ipeúna,"0,753","0,737","0,845","0,685",3521101,35,SP
Espírito Santo do Turvo,"0,696","0,675","0,819","0,609",3515194,35,SP
Neves Paulista,"0,754","0,737","0,823","0,707",3532504,35,SP
Nhandeara,"0,751","0,755","0,835","0,672",3532603,35,SP
Nova Aliança,"0,738","0,710","0,826","0,684",3532801,35,SP
Nova Luzitânia,"0,743","0,705","0,808","0,719",3533304,35,SP
Nova Odessa,"0,791","0,755","0,861","0,762",3533403,35,SP
Novo Horizonte,"0,753","0,741","0,865","0,665",3533502,35,SP
Nuporanga,"0,746","0,730","0,866","0,656",3533601,35,SP
Ocauçu,"0,717","0,679","0,830","0,653",3533700,35,SP
Olímpia,"0,773","0,737","0,867","0,724",3533908,35,SP
Motuca,"0,741","0,685","0,859","0,691",3532058,35,SP
Nantes,"0,714","0,655","0,790","0,702",3532157,35,SP
Narandiba,"0,718","0,659","0,839","0,670",3532207,35,SP
Novais,"0,719","0,712","0,822","0,634",3533254,35,SP
Américo de Campos,"0,745","0,715","0,817","0,708",3501806,35,SP
Inúbia Paulista,"0,759","0,688","0,849","0,750",3520806,35,SP
Nipoã,"0,713","0,701","0,814","0,636",3532702,35,SP
Nova Canaã Paulista,"0,715","0,673","0,806","0,675",3532843,35,SP
Nova Castilho,"0,756","0,694","0,823","0,755",3532868,35,SP
Nova Guataporanga,"0,726","0,707","0,842","0,644",3533106,35,SP
Santa Albertina,"0,728","0,716","0,809","0,665",3545704,35,SP
Tuiuti,"0,728","0,702","0,871","0,630",3554953,35,SP
Pontalinda,"0,702","0,677","0,847","0,604",3540259,35,SP
Pontes Gestal,"0,732","0,705","0,805","0,690",3540309,35,SP
Jambeiro,"0,756","0,727","0,860","0,690",3524907,35,SP
Itirapuã,"0,707","0,673","0,826","0,636",3523701,35,SP
Itobi,"0,717","0,697","0,820","0,646",3523800,35,SP
Campina do Monte Alegre,"0,717","0,687","0,846","0,634",3509452,35,SP
Itariri,"0,677","0,642","0,837","0,577",3523305,35,SP
Parisi,"0,721","0,720","0,842","0,619",3536257,35,SP
